"samplesize","run","Num_Round","LearningRate","Accuracy","AUC","Concordance"
14000,2,400,0.01,0.721857142857143,0.791557581632653,0.791557551020408
14000,2,400,0.03,0.722285714285714,0.797034714285714,0.797034653061224
14000,2,400,0.05,0.7205,0.792478265306122,0.792478204081633
14000,2,400,0.07,0.702214285714286,0.774655489795918,0.774655448979592
14000,2,400,0.1,0.694285714285714,0.757574275510204,0.757574244897959
14000,2,500,0.005,0.717857142857143,0.790356663265306,0.790356632653061
14000,2,500,0.01,0.722571428571429,0.791274102040816,0.79127406122449
14000,2,500,0.03,0.730214285714286,0.803368714285714,0.803368673469388
14000,2,500,0.05,0.720142857142857,0.798329653061224,0.798329612244898
14000,2,500,0.07,0.725428571428571,0.793186132653061,0.793186081632653
14000,2,500,0.1,0.693571428571429,0.759956755102041,0.759956693877551
14000,3,100,0.005,0.702071428571429,0.770536928571429,0.770536857142857
14000,3,100,0.01,0.7035,0.775052285714286,0.775052265306122
14000,3,100,0.03,0.705071428571429,0.776068265306122,0.776068224489796
14000,3,100,0.05,0.703,0.781015826530612,0.781015775510204
14000,3,100,0.07,0.703857142857143,0.780148265306122,0.780148224489796
14000,3,100,0.1,0.7075,0.774601704081633,0.774601673469388
14000,3,200,0.005,0.706428571428571,0.777353836734694,0.777353816326531
14000,3,200,0.01,0.707142857142857,0.779576785714286,0.779576755102041
14000,3,200,0.03,0.714714285714286,0.784429255102041,0.784429224489796
14000,3,200,0.05,0.707785714285714,0.78007687755102,0.780076816326531
14000,3,200,0.07,0.707428571428571,0.765259142857143,0.76525912244898
14000,3,200,0.1,0.700142857142857,0.767562408163265,0.767562367346939
14000,3,300,0.005,0.708071428571429,0.781849040816327,0.781849020408163
14000,3,300,0.01,0.712714285714286,0.783674346938775,0.783674346938775
14000,3,300,0.03,0.7125,0.786870591836735,0.786870551020408
14000,3,300,0.05,0.700428571428571,0.768591469387755,0.768591428571429
14000,3,300,0.07,0.713642857142857,0.783275214285714,0.783275204081633
14000,3,300,0.1,0.6825,0.75235137755102,0.752351346938775
14000,3,400,0.005,0.71,0.783025336734694,0.783025326530612
14000,3,400,0.01,0.7135,0.786955836734694,0.786955816326531
14000,3,400,0.03,0.717,0.787588142857143,0.787588142857143
14000,3,400,0.05,0.717428571428571,0.79044206122449,0.790442040816327
14000,3,400,0.07,0.706571428571429,0.783888112244898,0.783888040816327
14000,3,400,0.1,0.700357142857143,0.749165071428571,0.749165040816327
14000,3,500,0.005,0.711214285714286,0.783811744897959,0.783811734693878
14000,3,500,0.01,0.713357142857143,0.787578051020408,0.787578020408163
14000,3,500,0.03,0.718428571428571,0.791270795918367,0.791270795918367
14000,3,500,0.05,0.724071428571429,0.791382163265306,0.79138212244898
14000,3,500,0.07,0.699071428571429,0.753658591836735,0.753658571428571
14000,3,500,0.1,0.667142857142857,0.712803132653061,0.712803081632653
15000,1,100,0.005,0.699933333333333,0.76527936,0.765279324444444
15000,1,100,0.01,0.7018,0.768399075555556,0.768399057777778
15000,1,100,0.03,0.704666666666667,0.772429715555556,0.772429688888889
15000,1,100,0.05,0.704933333333333,0.772698471111111,0.772698453333333
15000,1,100,0.07,0.708933333333333,0.776146604444444,0.776146577777778
15000,1,100,0.1,0.701466666666667,0.768824124444444,0.768824124444444
15000,1,200,0.005,0.704733333333333,0.772874524444444,0.772874488888889
15000,1,200,0.01,0.702666666666667,0.777522684444444,0.777522631111111
15000,1,200,0.03,0.709066666666667,0.778733857777778,0.778733831111111
15000,1,200,0.05,0.709,0.779219102222222,0.77921904
15000,1,200,0.07,0.6836,0.761890595555556,0.76189056
15000,1,200,0.1,0.707933333333333,0.77975184,0.779751804444444
15000,1,300,0.005,0.705333333333333,0.778583884444444,0.778583857777778
15000,1,300,0.01,0.7112,0.782435075555556,0.782435022222222
15000,1,300,0.03,0.711266666666667,0.782065128888889,0.78206512
15000,1,300,0.05,0.714466666666667,0.783472444444444,0.783472408888889
15000,1,300,0.07,0.701466666666667,0.754631528888889,0.754631502222222
15000,1,300,0.1,0.661133333333333,0.770235893333333,0.770235875555556
15000,1,400,0.005,0.704466666666667,0.776851955555556,0.776851928888889
15000,1,400,0.01,0.7132,0.783336408888889,0.783336373333333
15000,1,400,0.03,0.712666666666667,0.780329004444444,0.780328995555556
15000,1,400,0.05,0.694066666666667,0.764033004444444,0.764032977777778
15000,1,400,0.07,0.7182,0.785146266666667,0.78514624
15000,1,400,0.1,0.6628,0.736126755555556,0.736126737777778
15000,1,500,0.005,0.710733333333333,0.781916888888889,0.781916871111111
15000,1,500,0.01,0.710933333333333,0.789014257777778,0.78901424
15000,1,500,0.03,0.720266666666667,0.790535751111111,0.790535715555556
15000,1,500,0.05,0.6926,0.768040071111111,0.768040053333333
15000,1,500,0.07,0.699733333333333,0.786437537777778,0.786437528888889
15000,1,500,0.1,0.7022,0.767049448888889,0.767048835555556
15000,2,100,0.005,0.710266666666667,0.775136977777778,0.775136942222222
15000,2,100,0.01,0.71,0.776798382222222,0.776798364444444
15000,2,100,0.03,0.712266666666667,0.779834382222222,0.779834346666667
15000,2,100,0.05,0.7058,0.778352924444444,0.778352835555556
15000,2,100,0.07,0.7144,0.779770106666667,0.779770062222222
15000,2,100,0.1,0.700733333333333,0.77074808,0.770748
15000,2,200,0.005,0.710666666666667,0.777382053333333,0.777382008888889
15000,2,200,0.01,0.711866666666667,0.779199324444444,0.779199288888889
15000,2,200,0.03,0.717066666666667,0.783823831111111,0.783823786666667
15000,2,200,0.05,0.709933333333333,0.785692355555555,0.78569232
15000,2,200,0.07,0.712933333333333,0.779498231111111,0.779498186666667
15000,2,200,0.1,0.657333333333333,0.742712213333333,0.742712177777778
15000,2,300,0.005,0.708733333333333,0.783097546666667,0.783097528888889
15000,2,300,0.01,0.714933333333333,0.783874968888889,0.783874933333333
15000,2,300,0.03,0.723066666666667,0.790192782222222,0.790192746666667
15000,2,300,0.05,0.7116,0.780854213333333,0.780854186666667
15000,2,300,0.07,0.720266666666667,0.785213857777778,0.785213848888889
15000,2,300,0.1,0.7106,0.766909066666667,0.766908977777778
15000,2,400,0.005,0.715,0.783608115555556,0.783608088888889
15000,2,400,0.01,0.7166,0.786631164444444,0.786631146666667
15000,2,400,0.03,0.718066666666667,0.786758755555556,0.786758684444444
15000,2,400,0.05,0.727533333333333,0.793565324444444,0.79356528
15000,2,400,0.07,0.7146,0.783099022222222,0.783098968888889
15000,2,400,0.1,0.706733333333333,0.778544728888889,0.778544657777778
15000,2,500,0.005,0.709666666666667,0.784359786666667,0.784359751111111
15000,2,500,0.01,0.724,0.793104417777778,0.793104373333333
15000,2,500,0.03,0.700933333333333,0.782836,0.782835964444444
15000,2,500,0.05,0.718533333333333,0.787365386666667,0.787365368888889
15000,2,500,0.07,0.681533333333333,0.778904275555556,0.778904231111111
15000,2,500,0.1,0.722866666666667,0.782331164444444,0.782331128888889
15000,3,100,0.005,0.7096,0.77677336,0.776773333333333
15000,3,100,0.01,0.715266666666667,0.782832657777778,0.78283264
15000,3,100,0.03,0.718133333333333,0.788520026666667,0.788519982222222
15000,3,100,0.05,0.715266666666667,0.787861866666667,0.787861866666667
15000,3,100,0.07,0.718466666666667,0.788088364444444,0.788088337777778
15000,3,100,0.1,0.709133333333333,0.779600595555556,0.779600568888889
15000,3,200,0.005,0.717866666666667,0.785646151111111,0.785646097777778
15000,3,200,0.01,0.717533333333333,0.789421715555556,0.789421706666667
15000,3,200,0.03,0.722133333333333,0.792689946666667,0.792689902222222
15000,3,200,0.05,0.717133333333333,0.788030977777778,0.788030933333333
15000,3,200,0.07,0.712,0.777001182222222,0.777001102222222
15000,3,200,0.1,0.711666666666667,0.769652213333333,0.769652195555556
15000,3,300,0.005,0.718866666666667,0.788010577777778,0.788010542222222
15000,3,300,0.01,0.720533333333333,0.793060071111111,0.793060053333333
15000,3,300,0.03,0.727866666666667,0.79771424,0.797714222222222
15000,3,300,0.05,0.715733333333333,0.786907946666667,0.786907911111111
15000,3,300,0.07,0.7152,0.774973324444444,0.77497328
15000,3,300,0.1,0.7138,0.780154453333333,0.780154435555556
15000,3,400,0.005,0.723066666666667,0.79301848,0.793018453333333
15000,3,400,0.01,0.726133333333333,0.793308675555556,0.793308657777778
15000,3,400,0.03,0.722933333333333,0.79089784,0.790897813333333
15000,3,400,0.05,0.721133333333333,0.791238871111111,0.791238826666667
15000,3,400,0.07,0.7186,0.784763217777778,0.784763182222222
15000,3,400,0.1,0.6942,0.757923857777778,0.75792384
15000,3,500,0.005,0.7244,0.794546195555556,0.794546168888889
15000,3,500,0.01,0.724933333333333,0.797184497777778,0.79718448
15000,3,500,0.03,0.7224,0.789199146666667,0.789199128888889
15000,3,500,0.05,0.728266666666667,0.793109786666667,0.79310976
15000,3,500,0.07,0.730533333333333,0.789446506666667,0.789446471111111
15000,3,500,0.1,0.670266666666667,0.740417617777778,0.740417564444444
16000,1,100,0.005,0.713,0.7782021484375,0.778202140625
16000,1,100,0.01,0.7138125,0.7807670703125,0.780767046875
16000,1,100,0.03,0.7131875,0.782945296875,0.78294525
16000,1,100,0.05,0.704875,0.7739231171875,0.773923078125
16000,1,100,0.07,0.71275,0.7828912109375,0.782891125
16000,1,100,0.1,0.71125,0.7799622265625,0.779962109375
16000,1,200,0.005,0.713625,0.783101375,0.783101375
16000,1,200,0.01,0.7134375,0.7830374296875,0.78303740625
16000,1,200,0.03,0.7196875,0.78464246875,0.784642453125
16000,1,200,0.05,0.7178125,0.78264603125,0.78264596875
16000,1,200,0.07,0.6905625,0.7756732109375,0.775673203125
16000,1,200,0.1,0.702125,0.7661514609375,0.7661514375
16000,1,300,0.005,0.7170625,0.78454715625,0.784547125
16000,1,300,0.01,0.7195,0.7875687265625,0.7875686875
16000,1,300,0.03,0.7266875,0.7909405703125,0.790940515625
16000,1,300,0.05,0.6954375,0.7746757421875,0.77467571875
16000,1,300,0.07,0.7086875,0.7550478359375,0.75504778125
16000,1,300,0.1,0.7145625,0.7829034765625,0.782903421875
16000,1,400,0.005,0.7194375,0.786041765625,0.786041765625
16000,1,400,0.01,0.7215,0.7900214765625,0.79002146875
16000,1,400,0.03,0.721875,0.7903047734375,0.79030475
16000,1,400,0.05,0.7263125,0.7930670859375,0.793067046875
16000,1,400,0.07,0.7240625,0.7900125,0.790012484375
16000,1,400,0.1,0.58,0.74193334375,0.741933296875
16000,1,500,0.005,0.7191875,0.7868781796875,0.786878171875
16000,1,500,0.01,0.7221875,0.792420875,0.792420859375
16000,1,500,0.03,0.728125,0.7968937421875,0.79689371875
16000,1,500,0.05,0.7313125,0.7989724921875,0.79897246875
16000,1,500,0.07,0.7195625,0.7902314375,0.790231421875
16000,1,500,0.1,0.653125,0.7213664765625,0.72136646875
16000,2,100,0.005,0.7100625,0.7749769765625,0.774976953125
16000,2,100,0.01,0.7095625,0.7750863515625,0.775086328125
16000,2,100,0.03,0.710875,0.7803026328125,0.78030259375
16000,2,100,0.05,0.7120625,0.7775666328125,0.777566609375
16000,2,100,0.07,0.7074375,0.77983228125,0.779832234375
16000,2,100,0.1,0.7125,0.778517796875,0.778517765625
16000,2,200,0.005,0.7130625,0.7793087578125,0.77930875
16000,2,200,0.01,0.709375,0.7820515625,0.782051546875
16000,2,200,0.03,0.715,0.78320340625,0.783203375
16000,2,200,0.05,0.714625,0.7873320234375,0.787331953125
16000,2,200,0.07,0.7080625,0.7784786328125,0.778478578125
16000,2,200,0.1,0.7143125,0.780518171875,0.780518125
16000,2,300,0.005,0.7150625,0.7826459765625,0.782645953125
16000,2,300,0.01,0.7160625,0.7842570703125,0.7842570625
16000,2,300,0.03,0.714375,0.7830455703125,0.78304553125
16000,2,300,0.05,0.7116875,0.78461078125,0.78461075
16000,2,300,0.07,0.7029375,0.773718796875,0.77371878125
16000,2,300,0.1,0.693125,0.770850265625,0.770850234375
16000,2,400,0.005,0.71525,0.7839534453125,0.783953390625
16000,2,400,0.01,0.7194375,0.7874906484375,0.787490640625
16000,2,400,0.03,0.7180625,0.7893372421875,0.789337203125
16000,2,400,0.05,0.7140625,0.7847206640625,0.784720625
16000,2,400,0.07,0.7034375,0.769301609375,0.76930159375
16000,2,400,0.1,0.5924375,0.7542133359375,0.75421325
16000,2,500,0.005,0.7173125,0.784992015625,0.784992
16000,2,500,0.01,0.717625,0.788309828125,0.7883098125
16000,2,500,0.03,0.7198125,0.7878490078125,0.787848953125
16000,2,500,0.05,0.70625,0.772525515625,0.772525484375
16000,2,500,0.07,0.701375,0.773100359375,0.7731003125
16000,2,500,0.1,0.67525,0.753128796875,0.753128796875
16000,3,100,0.005,0.704875,0.772580375,0.772580359375
16000,3,100,0.01,0.703625,0.7720142578125,0.772014203125
16000,3,100,0.03,0.7074375,0.7778848046875,0.777884765625
16000,3,100,0.05,0.704625,0.779674140625,0.779674125
16000,3,100,0.07,0.6909375,0.7743585625,0.774358484375
16000,3,100,0.1,0.7091875,0.7806239765625,0.78062390625
16000,3,200,0.005,0.7094375,0.7793317421875,0.779331703125
16000,3,200,0.01,0.7128125,0.783402046875,0.783401984375
16000,3,200,0.03,0.7068125,0.773656078125,0.77365603125
16000,3,200,0.05,0.71275,0.78417040625,0.784170359375
16000,3,200,0.07,0.7009375,0.7744825078125,0.774482453125
16000,3,200,0.1,0.7016875,0.771353875,0.771353828125
16000,3,300,0.005,0.709875,0.7797918515625,0.7797918125
16000,3,300,0.01,0.716125,0.7883963125,0.788396296875
16000,3,300,0.03,0.7030625,0.7847605625,0.784760484375
16000,3,300,0.05,0.6933125,0.7819267421875,0.781926703125
16000,3,300,0.07,0.7165,0.786321375,0.78632134375
16000,3,300,0.1,0.7085,0.7782815859375,0.7782815625
16000,3,400,0.005,0.715125,0.7855751328125,0.785575109375
16000,3,400,0.01,0.7121875,0.78812284375,0.788122765625
16000,3,400,0.03,0.716875,0.788250203125,0.788250171875
16000,3,400,0.05,0.719375,0.786237,0.7862369375
16000,3,400,0.07,0.6640625,0.7477282734375,0.747728203125
16000,3,400,0.1,0.6846875,0.768446796875,0.768446609375
16000,3,500,0.005,0.7168125,0.785857828125,0.78585778125
16000,3,500,0.01,0.7135625,0.7908751875,0.79087515625
16000,3,500,0.03,0.725375,0.800385765625,0.800385703125
16000,3,500,0.05,0.6939375,0.775684015625,0.7756839375
16000,3,500,0.07,0.621,0.729434359375,0.7294343125
16000,3,500,0.1,0.70975,0.7793616328125,0.779361578125
17000,1,100,0.005,0.703823529411765,0.771316166089965,0.771316124567474
17000,1,100,0.01,0.706529411764706,0.775082034602076,0.775082006920415
17000,1,100,0.03,0.708294117647059,0.778632948096886,0.778632885813149
17000,1,100,0.05,0.709647058823529,0.779228311418685,0.779228276816609
17000,1,100,0.07,0.706529411764706,0.777808352941176,0.777808332179931
17000,1,100,0.1,0.704647058823529,0.777657280276817,0.77765723183391
17000,1,200,0.005,0.707411764705882,0.775847467128028,0.775847460207612
17000,1,200,0.01,0.707411764705882,0.776659674740484,0.776659653979239
17000,1,200,0.03,0.709,0.785125162629758,0.785125148788927
17000,1,200,0.05,0.711764705882353,0.784531162629758,0.784531128027682
17000,1,200,0.07,0.702882352941177,0.775813647058823,0.775813577854671
17000,1,200,0.1,0.704058823529412,0.771148975778547,0.771148941176471
17000,1,300,0.005,0.708235294117647,0.779588705882353,0.779588692041522
17000,1,300,0.01,0.71,0.784662020761246,0.784661993079585
17000,1,300,0.03,0.699294117647059,0.78137907266436,0.781379044982699
17000,1,300,0.05,0.711647058823529,0.779519923875433,0.779519889273356
17000,1,300,0.07,0.719352941176471,0.788471916955017,0.788471903114187
17000,1,300,0.1,0.703411764705882,0.776512103806228,0.776512069204152
17000,1,400,0.005,0.709294117647059,0.781561910034602,0.781561882352941
17000,1,400,0.01,0.706470588235294,0.78497046366782,0.784970435986159
17000,1,400,0.03,0.716764705882353,0.788990242214533,0.788990214532872
17000,1,400,0.05,0.712764705882353,0.784688069204152,0.784688027681661
17000,1,400,0.07,0.701764705882353,0.770755570934256,0.770755543252595
17000,1,400,0.1,0.700823529411765,0.763926844290657,0.763926809688581
17000,1,500,0.005,0.711529411764706,0.782553411764706,0.782553384083045
17000,1,500,0.01,0.701529411764706,0.785197044982699,0.785196996539792
17000,1,500,0.03,0.708176470588235,0.781456020761246,0.781456
17000,1,500,0.05,0.717294117647059,0.788251640138408,0.788251584775087
17000,1,500,0.07,0.717764705882353,0.781736788927336,0.781736719723183
17000,1,500,0.1,0.713823529411765,0.781841273356401,0.781840996539792
17000,2,100,0.005,0.707823529411765,0.773929778546713,0.773929702422145
17000,2,100,0.01,0.706941176470588,0.775483328719723,0.775483280276817
17000,2,100,0.03,0.706235294117647,0.778779570934256,0.778779515570934
17000,2,100,0.05,0.711235294117647,0.780374200692042,0.78037414532872
17000,2,100,0.07,0.707411764705882,0.774821778546713,0.774821688581315
17000,2,100,0.1,0.693647058823529,0.754952595155709,0.754952498269896
17000,2,200,0.005,0.707823529411765,0.776924602076125,0.776924581314879
17000,2,200,0.01,0.712235294117647,0.781366878892734,0.781366851211073
17000,2,200,0.03,0.713352941176471,0.780167737024221,0.780167667820069
17000,2,200,0.05,0.716647058823529,0.784155141868512,0.784155114186851
17000,2,200,0.07,0.687176470588235,0.77902907266436,0.779028996539792
17000,2,200,0.1,0.711117647058824,0.773205058823529,0.773205024221453
17000,2,300,0.005,0.709529411764706,0.77876139100346,0.778761342560554
17000,2,300,0.01,0.712176470588235,0.78254878200692,0.782548747404844
17000,2,300,0.03,0.722058823529412,0.787880359861592,0.787880290657439
17000,2,300,0.05,0.717,0.787632615916955,0.787632567474048
17000,2,300,0.07,0.688764705882353,0.760522830449827,0.76052276816609
17000,2,300,0.1,0.693882352941177,0.769034117647059,0.769034048442907
17000,2,400,0.005,0.712823529411765,0.781481273356401,0.78148121799308
17000,2,400,0.01,0.714647058823529,0.786096096885813,0.786096055363322
17000,2,400,0.03,0.717647058823529,0.789200055363322,0.78920001384083
17000,2,400,0.05,0.713,0.786691522491349,0.786691474048443
17000,2,400,0.07,0.714,0.786500823529412,0.786500761245675
17000,2,400,0.1,0.716411764705882,0.785453965397924,0.785453923875433
17000,2,500,0.005,0.711764705882353,0.782001273356401,0.78200124567474
17000,2,500,0.01,0.716411764705882,0.786545107266436,0.786545079584775
17000,2,500,0.03,0.712529411764706,0.787538588235294,0.787538546712803
17000,2,500,0.05,0.712176470588235,0.774992996539792,0.774992941176471
17000,2,500,0.07,0.705352941176471,0.773496484429066,0.773496429065744
17000,2,500,0.1,0.696411764705882,0.759075965397924,0.759075889273356
17000,3,100,0.005,0.699470588235294,0.764617487889273,0.764617480968858
17000,3,100,0.01,0.701411764705882,0.765453439446367,0.765453439446367
17000,3,100,0.03,0.703705882352941,0.769963370242215,0.769963349480969
17000,3,100,0.05,0.700235294117647,0.772032076124567,0.772032055363322
17000,3,100,0.07,0.703411764705882,0.770984740484429,0.770984678200692
17000,3,100,0.1,0.698588235294118,0.769961453287197,0.769961328719723
17000,3,200,0.005,0.704,0.768197896193772,0.768197882352941
17000,3,200,0.01,0.705235294117647,0.770550989619377,0.770550961937716
17000,3,200,0.03,0.708882352941177,0.776790221453287,0.776790214532872
17000,3,200,0.05,0.704764705882353,0.772152671280277,0.772152650519031
17000,3,200,0.07,0.702294117647059,0.770277799307958,0.770277743944637
17000,3,200,0.1,0.696588235294118,0.757783494809689,0.757783474048443
17000,3,300,0.005,0.706117647058824,0.771507640138408,0.771507612456747
17000,3,300,0.01,0.706529411764706,0.777174269896194,0.777174256055363
17000,3,300,0.03,0.708,0.776296567474048,0.776296539792388
17000,3,300,0.05,0.708058823529412,0.778431155709343,0.77843108650519
17000,3,300,0.07,0.707647058823529,0.773644200692042,0.773644166089965
17000,3,300,0.1,0.647529411764706,0.729337806228374,0.729337771626298
17000,3,400,0.005,0.709,0.776657965397924,0.776657951557093
17000,3,400,0.01,0.708941176470588,0.77850108650519,0.778501065743945
17000,3,400,0.03,0.705529411764706,0.779357273356401,0.779357259515571
17000,3,400,0.05,0.710823529411765,0.780943107266436,0.780943100346021
17000,3,400,0.07,0.704823529411765,0.776710456747405,0.776710422145329
17000,3,400,0.1,0.683176470588235,0.757408422145329,0.757408359861592
17000,3,500,0.005,0.709,0.776816366782007,0.776816359861592
17000,3,500,0.01,0.713882352941177,0.785052179930796,0.785052166089965
17000,3,500,0.03,0.710294117647059,0.786329626297578,0.786329577854671
17000,3,500,0.05,0.690411764705882,0.768881425605536,0.768881370242214
17000,3,500,0.07,0.686764705882353,0.739637460207612,0.739637439446367
17000,3,500,0.1,0.651117647058824,0.765895259515571,0.765894173010381
18000,1,100,0.005,0.712722222222222,0.781354796296296,0.781354777777778
18000,1,100,0.01,0.712944444444444,0.785493425925926,0.785493407407407
18000,1,100,0.03,0.713444444444444,0.788706141975309,0.788706086419753
18000,1,100,0.05,0.715055555555556,0.788147209876543,0.788147160493827
18000,1,100,0.07,0.710888888888889,0.783522345679012,0.783522259259259
18000,1,100,0.1,0.703833333333333,0.782969888888889,0.782969814814815
18000,1,200,0.005,0.7185,0.787133395061728,0.787133382716049
18000,1,200,0.01,0.720944444444444,0.79116212962963,0.791162098765432
18000,1,200,0.03,0.721833333333333,0.792047722222222,0.792047691358025
18000,1,200,0.05,0.718277777777778,0.791605777777778,0.79160575308642
18000,1,200,0.07,0.7205,0.789610833333333,0.789610790123457
18000,1,200,0.1,0.721111111111111,0.790776012345679,0.790775938271605
18000,1,300,0.005,0.720833333333333,0.789565172839506,0.789565148148148
18000,1,300,0.01,0.721944444444444,0.791211425925926,0.791211395061728
18000,1,300,0.03,0.721055555555556,0.794476339506173,0.794476308641975
18000,1,300,0.05,0.720666666666667,0.786038148148148,0.786038111111111
18000,1,300,0.07,0.7175,0.786690580246914,0.786690567901235
18000,1,300,0.1,0.669222222222222,0.77245237654321,0.772452345679012
18000,1,400,0.005,0.7225,0.791367950617284,0.791367925925926
18000,1,400,0.01,0.725944444444444,0.796431537037037,0.796431518518519
18000,1,400,0.03,0.719888888888889,0.797508592592593,0.797508567901235
18000,1,400,0.05,0.720666666666667,0.794889709876543,0.794889679012346
18000,1,400,0.07,0.7185,0.787135462962963,0.787135419753086
18000,1,400,0.1,0.719055555555556,0.787780796296296,0.787780740740741
18000,1,500,0.005,0.721888888888889,0.795054339506173,0.795054320987654
18000,1,500,0.01,0.726333333333333,0.798837796296296,0.798837777777778
18000,1,500,0.03,0.727055555555556,0.80324537654321,0.803245333333333
18000,1,500,0.05,0.706166666666667,0.772959191358025,0.772959172839506
18000,1,500,0.07,0.704388888888889,0.772101932098765,0.772101913580247
18000,1,500,0.1,0.713611111111111,0.764405209876543,0.764405197530864
18000,2,100,0.005,0.704444444444444,0.76966962345679,0.769669617283951
18000,2,100,0.01,0.705166666666667,0.771081604938272,0.771081580246914
18000,2,100,0.03,0.703833333333333,0.772302401234568,0.772302358024691
18000,2,100,0.05,0.7075,0.779135617283951,0.779135580246914
18000,2,100,0.07,0.702944444444444,0.773767197530864,0.773767148148148
18000,2,100,0.1,0.707833333333333,0.779647777777778,0.779647765432099
18000,2,200,0.005,0.708944444444444,0.776458716049383,0.776458691358025
18000,2,200,0.01,0.706555555555556,0.776285067901235,0.776285024691358
18000,2,200,0.03,0.717222222222222,0.781640395061728,0.781640382716049
18000,2,200,0.05,0.714166666666667,0.780210611111111,0.780210592592593
18000,2,200,0.07,0.712333333333333,0.78188974691358,0.781889703703704
18000,2,200,0.1,0.702,0.768244777777778,0.768244728395062
18000,2,300,0.005,0.706666666666667,0.774946333333333,0.774946308641975
18000,2,300,0.01,0.712277777777778,0.770928222222222,0.770928185185185
18000,2,300,0.03,0.718,0.784372549382716,0.784372506172839
18000,2,300,0.05,0.708166666666667,0.779855827160494,0.779855765432099
18000,2,300,0.07,0.712277777777778,0.775854771604938,0.775854716049383
18000,2,300,0.1,0.689111111111111,0.745885944444444,0.745885938271605
18000,2,400,0.005,0.709222222222222,0.779122759259259,0.779122740740741
18000,2,400,0.01,0.712722222222222,0.788038388888889,0.78803837037037
18000,2,400,0.03,0.715222222222222,0.782394450617284,0.782394432098765
18000,2,400,0.05,0.711833333333333,0.78161375308642,0.781613691358025
18000,2,400,0.07,0.709111111111111,0.764401907407407,0.764401888888889
18000,2,400,0.1,0.689833333333333,0.754843611111111,0.754843580246914
18000,2,500,0.005,0.713444444444444,0.783569771604938,0.783569740740741
18000,2,500,0.01,0.718777777777778,0.790712216049383,0.790712197530864
18000,2,500,0.03,0.719277777777778,0.791790524691358,0.791790518518519
18000,2,500,0.05,0.712944444444444,0.777664339506173,0.777664320987654
18000,2,500,0.07,0.692222222222222,0.75764662345679,0.757646592592593
18000,2,500,0.1,0.713111111111111,0.772679481481481,0.772679296296296
18000,3,100,0.005,0.707055555555556,0.773434956790123,0.773434913580247
18000,3,100,0.01,0.701277777777778,0.772599672839506,0.772599617283951
18000,3,100,0.03,0.710222222222222,0.780454166666667,0.780454135802469
18000,3,100,0.05,0.698777777777778,0.779573864197531,0.779573814814815
18000,3,100,0.07,0.701833333333333,0.781592617283951,0.781592580246914
18000,3,100,0.1,0.707666666666667,0.782244271604938,0.782244209876543
18000,3,200,0.005,0.711388888888889,0.782484308641975,0.782484271604938
18000,3,200,0.01,0.712555555555556,0.785350555555556,0.785350518518519
18000,3,200,0.03,0.713611111111111,0.786041666666667,0.786041617283951
18000,3,200,0.05,0.710666666666667,0.782714648148148,0.782714641975309
18000,3,200,0.07,0.715166666666667,0.783308358024691,0.783308308641975
18000,3,200,0.1,0.684777777777778,0.774828481481481,0.774828444444444
18000,3,300,0.005,0.712,0.784064364197531,0.784064345679012
18000,3,300,0.01,0.713888888888889,0.786362086419753,0.786362049382716
18000,3,300,0.03,0.712944444444444,0.788763401234568,0.788763395061728
18000,3,300,0.05,0.702222222222222,0.774963802469136,0.774963728395062
18000,3,300,0.07,0.680944444444444,0.783321518518519,0.783321506172839
18000,3,300,0.1,0.702444444444444,0.773125092592593,0.773125086419753
18000,3,400,0.005,0.715277777777778,0.786545425925926,0.786545395061728
18000,3,400,0.01,0.718722222222222,0.792233635802469,0.792233604938272
18000,3,400,0.03,0.714444444444444,0.785119327160494,0.785119296296296
18000,3,400,0.05,0.716333333333333,0.78800674691358,0.788006716049383
18000,3,400,0.07,0.708888888888889,0.772107641975309,0.772107617283951
18000,3,400,0.1,0.686444444444444,0.768102882716049,0.768102864197531
18000,3,500,0.005,0.715277777777778,0.789338296296296,0.789338259259259
18000,3,500,0.01,0.716,0.789838444444444,0.789838432098765
18000,3,500,0.03,0.711722222222222,0.797684796296296,0.797684765432099
18000,3,500,0.05,0.718888888888889,0.794005592592593,0.794005580246914
18000,3,500,0.07,0.718777777777778,0.788528277777778,0.788528271604938
18000,3,500,0.1,0.663333333333333,0.717828080246914,0.717828049382716
19000,1,100,0.005,0.708315789473684,0.774954249307479,0.77495420498615
19000,1,100,0.01,0.707157894736842,0.77974340166205,0.779743379501385
19000,1,100,0.03,0.714315789473684,0.784189894736842,0.784189850415512
19000,1,100,0.05,0.714157894736842,0.781981828254848,0.78198179501385
19000,1,100,0.07,0.687736842105263,0.782048925207756,0.782048897506925
19000,1,100,0.1,0.652631578947368,0.756251180055402,0.756251113573407
19000,1,200,0.005,0.711368421052632,0.781112282548476,0.781112265927978
19000,1,200,0.01,0.711736842105263,0.782274620498615,0.782274603878116
19000,1,200,0.03,0.710789473684211,0.787398869806094,0.787398825484765
19000,1,200,0.05,0.709789473684211,0.776092232686981,0.776092221606648
19000,1,200,0.07,0.717789473684211,0.788922659279778,0.788922648199446
19000,1,200,0.1,0.712526315789474,0.784244559556787,0.784244531855956
19000,1,300,0.005,0.71221052631579,0.785124027700831,0.785123988919668
19000,1,300,0.01,0.716263157894737,0.787783612188366,0.787783567867036
19000,1,300,0.03,0.714368421052632,0.786332520775623,0.786332498614958
